"","absolute","avgabs_intro","avgabs_total","avgsy_total","avgwrd_intro","avgwrd_total","balance","centrality","comp_assist","concept","country","domain","dont_know","encourage","fixrefpoints","form_basic","future","gradation","instr_interv","instr_respon","interviewer","intr_request","intropresent","item_name","knowledge","labels","labels_gramm","labels_order","language","method","motivation","nabst_intro","nabst_total","ncategories","nfrequencies","nnouns_intro","nnouns_total","nsub_quest","nsyll_total","numsub_intro","nwords_intro","nwords_total","opinionother","past","position","questiontype","range.correspondence","rel","rel.est","rel.est.orig","rel.hi","rel.lo","rel.se","repetition","round.x","round.y","scal_neutral","scale_basic","scale_corres","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_quest","showc_start","socdesir","stimulus","study","subjectiveop","symmetry","used_WH_word","usedshowcard","val","val.est","val.est.orig","val.hi","val.lo","val.se","visual","from"
"2471",0,0,1,1,0,1,1,3,0,"73","AT","105","3",0,1,"2",0,1,0,0,1,0,0,"1.3.2",0,"2","0","1","deu",2,0,0,1,"100",NA,0,1,0,1,0,0,1,0,0,85,"0","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 1",0,1,0,0,0.94,2.75153531304195,0.94,NA,NA,NA,0,"Old"
"2472",0,0,1,2.66666666666667,0,3,1,3,0,"73","AT","105","3",0,1,"2",0,1,0,0,1,0,0,"1.4.2",0,"2","0","1","deu",2,0,0,1,"100",NA,0,1,0,8,0,0,3,0,0,86,"0","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 1",0,1,0,0,0.94,2.75153531304195,0.94,NA,NA,NA,0,"Old"
"2473",1,0,1,1.83333333333333,0,18,1,2,0,"4","AT","120","1",1,0,"2",1,0,1,0,1,0,0,"2.1.3",0,"1","0","1","deu",3,0,0,2,"7",NA,0,2,0,33,0,0,18,0,0,192,"1","2",0.88,1.99243016469021,0.88,NA,NA,NA,1,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 2",0,1,0,1,0.91,2.31363492918063,0.91,NA,NA,NA,0,"Old"
"2474",1,0,1,1.875,0,24,1,0,0,"73","AT","13","1",1,0,"2",0,0,1,1,1,0,0,"2.2.3",0,"1","0","1","deu",3,1,0,4,"7",NA,0,4,1,45,0,0,24,0,1,190,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,1,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,1,0,1,0.9,2.19722457733622,0.9,NA,NA,NA,0,"Old"
"2475",1,0,1,1.84615384615385,0,13,1,0,0,"4","AT","13","1",1,0,"2",1,0,1,0,1,0,0,"2.3.3",0,"1","0","1","deu",3,0,0,3,"7",NA,0,3,0,24,0,0,13,0,0,191,"1","2",0.86,1.81528996663825,0.86,NA,NA,NA,1,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,1,0,1,0.9,2.19722457733622,0.9,NA,NA,NA,0,"Old"
"2476",1,0,1,1.725,0,40,1,0,0,"4","AT","13","1",1,0,"2",1,0,1,1,1,0,0,"2.4.3",0,"1","0","1","deu",3,0,0,8,"7",NA,0,8,0,69,0,0,40,0,1,193,"1","2",0.8,1.38629436111989,0.8,NA,NA,NA,1,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,1,0,1,0.89,2.09074109693377,0.89,NA,NA,NA,0,"Old"
"2477",1,0,1,1.76,0,25,1,2,0,"4","AT","120","3",0,1,"2",1,0,0,0,1,0,0,"2.1.1",0,"3","0","1","deu",1,0,0,2,"3",NA,0,2,0,44,0,0,25,0,0,5,"1","2",0.76,1.15267950993839,0.76,NA,NA,NA,0,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 2",0,0,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,0,"Old"
"2478",1,0,1,1.89285714285714,0,28,1,0,0,"73","AT","13","3",0,1,"2",0,0,0,0,1,0,0,"2.2.1",0,"3","0","1","deu",1,0,0,4,"3",NA,0,4,1,53,0,0,28,0,1,6,"1","2",0.79,1.3249254147436,0.79,NA,NA,NA,0,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,0,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,0,"Old"
"2479",1,0,1,1.84210526315789,0,19,1,0,0,"4","AT","13","3",0,1,"2",1,0,0,0,1,0,0,"2.3.1",0,"3","0","1","deu",1,0,0,3,"3",NA,0,3,0,35,0,0,19,0,0,7,"1","2",0.76,1.15267950993839,0.76,NA,NA,NA,0,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,0,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,0,"Old"
"2480",1,0,1,1.5952380952381,0,42,1,0,0,"4","AT","13","3",0,1,"2",1,0,0,0,1,0,0,"2.4.1",0,"3","0","1","deu",1,0,0,7,"3",NA,0,7,1,67,0,0,42,0,1,8,"1","2",0.72,0.944461608840851,0.72,NA,NA,NA,0,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,0,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,0,"Old"
"2481",1,0,1,1.77777777777778,0,18,0,2,0,"4","AT","120","1",0,1,"2",1,0,1,0,1,0,0,"2.1.2",0,"3","0","1","deu",2,0,0,2,"5",NA,0,2,0,32,0,0,18,0,0,69,"1","2",0.94,2.75153531304195,0.94,NA,NA,NA,1,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 2",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,0,"Old"
"2482",1,0,1,2,0,31,0,0,0,"73","AT","13","1",0,1,"2",0,0,1,0,1,0,0,"2.2.2",0,"3","0","1","deu",2,0,0,4,"5",NA,0,4,1,62,0,0,31,0,1,67,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,1,0,0,0.94,2.75153531304195,0.94,NA,NA,NA,0,"Old"
"2483",1,0,1,1.84615384615385,0,13,0,0,0,"4","AT","13","1",0,1,"2",1,0,1,0,1,0,0,"2.3.2",0,"3","0","1","deu",2,0,0,3,"5",NA,0,3,0,24,0,0,13,0,0,68,"1","2",0.85,1.73460105538811,0.85,NA,NA,NA,1,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,1,0,0,0.99,4.59511985013459,0.99,NA,NA,NA,0,"Old"
"2484",1,1,1,1.70212765957447,11,47,0,0,0,"4","AT","13","1",0,1,"2",1,0,0,1,1,0,1,"2.4.2",0,"3","0","1","deu",2,0,3,8,"5",NA,3,8,1,80,1,21,47,0,1,66,"1","2",0.75,1.09861228866811,0.75,NA,NA,NA,1,NA,NA,"1","0","3",1,1,NA,NA,NA,NA,NA,NA,2,0,"Old 2",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2485",0,1,0.6,1.65,16,20,0,0,0,"61","AT","120","3",0,0,"2",1,1,1,1,1,0,1,"3.1.1",0,"2","0","2","deu",1,1,4,3,"11",NA,4,5,1,33,1,16,20,0,0,38,"3","2",0.73,0.994622575144062,0.73,NA,NA,NA,0,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,2,1,"Old 3",1,1,0,0,0.8,1.38629436111989,0.8,NA,NA,NA,0,"Old"
"2486",0,0,1,3,0,4,0,0,0,"61","AT","120","3",0,0,"2",1,1,0,0,1,0,0,"3.2.1",0,"2","0","2","deu",1,0,0,1,"11",NA,0,1,0,12,0,0,4,0,0,39,"0","2",0.84,1.65822807660353,0.84,NA,NA,NA,0,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,1,0,0,0.86,1.81528996663825,0.86,NA,NA,NA,0,"Old"
"2487",0,0,1,2.375,0,8,0,0,0,"61","AT","120","3",0,0,"2",1,1,0,0,1,0,0,"3.3.1",0,"2","0","2","deu",1,0,0,3,"11",NA,0,3,0,19,0,0,8,0,0,40,"0","2",0.73,0.994622575144062,0.73,NA,NA,NA,0,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,1,0,0,0.81,1.450010175506,0.81,NA,NA,NA,0,"Old"
"2488",0,0,1,2.5,0,4,0,0,0,"61","AT","6","3",0,0,"2",1,1,0,0,1,0,0,"3.4.1",0,"2","0","2","deu",1,0,0,2,"11",NA,0,2,0,10,0,0,4,0,0,41,"0","2",0.76,1.15267950993839,0.76,NA,NA,NA,0,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,1,0,0,0.81,1.450010175506,0.81,NA,NA,NA,0,"Old"
"2489",0,0,0.5,2,0,7,0,0,0,"61","AT","120","3",0,0,"2",1,1,0,0,1,0,0,"3.1.2",0,"3","0","1","deu",2,0,0,2,"2",NA,0,4,0,14,0,0,7,0,0,168,"0","1",0.47,-0.120144311842063,0.47,NA,NA,NA,1,NA,NA,"3","0","3",0,0,NA,NA,NA,NA,NA,NA,2,1,"Old 3",1,0,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2490",0,1,1,1.65217391304348,14,12,0,0,0,"61","AT","120","3",0,0,"2",1,1,1,1,1,0,1,"3.2.2",0,"3","0","1","deu",2,1,1,2,"2",NA,1,2,1,38,1,14,23,0,0,163,"3","1",0.77,1.20831120592453,0.77,NA,NA,NA,1,NA,NA,"3","0","3",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,0,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2491",0,0,1,2.375,0,8,0,0,0,"61","AT","120","3",0,0,"2",1,1,0,0,1,0,0,"3.3.2",0,"3","0","1","deu",2,0,0,3,"2",NA,0,3,0,19,0,0,8,0,0,167,"0","1",0.68,0.75377180237638,0.68,NA,NA,NA,1,NA,NA,"3","0","3",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,0,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2492",0,0,1,2.5,0,4,0,0,0,"61","AT","6","3",0,0,"2",1,1,0,0,1,0,0,"3.4.2",0,"3","0","1","deu",2,0,0,2,"2",NA,0,2,0,10,0,0,4,0,0,164,"0","1",0.65,0.619039208406224,0.65,NA,NA,NA,1,NA,NA,"3","0","3",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,0,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,0,"Old"
"2493",0,0,0.5,2,0,7,0,0,0,"61","AT","120","3",1,0,"2",1,1,0,0,1,0,0,"3.1.3",0,"3","0","2","deu",3,0,0,2,"6",NA,0,4,0,14,0,0,7,0,0,380,"0","1",0.85,1.73460105538811,0.85,NA,NA,NA,1,NA,NA,"3","0","2",0,0,NA,NA,NA,NA,NA,NA,2,1,"Old 3",1,0,0,1,0.85,1.73460105538811,0.85,NA,NA,NA,0,"Old"
"2494",0,0,1,3,0,4,0,0,0,"61","AT","120","3",1,0,"2",1,1,0,0,1,0,0,"3.2.3",0,"3","0","2","deu",3,0,0,1,"6",NA,0,1,0,12,0,0,4,0,0,381,"0","1",0.91,2.31363492918063,0.91,NA,NA,NA,1,NA,NA,"3","0","2",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,0,0,1,0.88,1.99243016469021,0.88,NA,NA,NA,0,"Old"
"2495",0,0,0.8,1.83333333333333,0,24,0,0,0,"61","AT","120","3",1,0,"2",1,1,1,1,1,0,0,"3.3.3",0,"3","0","2","deu",3,1,0,4,"6",NA,0,5,1,44,0,0,24,0,0,378,"3","1",0.84,1.65822807660353,0.84,NA,NA,NA,1,NA,NA,"3","0","2",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,0,0,1,0.86,1.81528996663825,0.86,NA,NA,NA,0,"Old"
"2496",0,0,1,2.5,0,4,0,0,0,"61","AT","6","3",1,0,"2",1,1,0,0,1,0,0,"3.4.3",0,"3","0","2","deu",3,0,0,2,"6",NA,0,2,0,10,0,0,4,0,0,379,"0","1",0.87,1.90095876119305,0.87,NA,NA,NA,1,NA,NA,"3","0","2",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 3",1,0,0,1,0.86,1.81528996663825,0.86,NA,NA,NA,0,"Old"
"2497",0,1,1,1.35714285714286,13,14,0,0,0,"2","AT","6","3",0,0,"2",0,1,1,1,1,0,1,"4.1.1",0,"2","0","2","deu",1,1,3,3,"5",NA,3,3,1,19,1,13,14,0,0,5,"1","2",0.58,0.322773392263051,0.58,NA,NA,NA,0,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,0,"Old"
"2498",0,0,0,2,0,5,0,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,0,"4.2.1",0,"2","0","2","deu",1,0,0,0,"5",NA,0,0,0,10,0,0,5,0,0,6,"0","2",0.66,0.663294217410264,0.66,NA,NA,NA,0,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,0,"Old"
"2499",0,0,1,1.64285714285714,0,14,0,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,0,"4.3.1",0,"2","0","2","deu",1,0,0,1,"5",NA,0,1,0,23,0,0,14,0,0,7,"0","2",0.62,0.489548225318706,0.62,NA,NA,NA,0,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,0,"Old"
"2500",0,0,1,1.69230769230769,0,13,0,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,0,"4.4.1",0,"2","0","2","deu",1,0,0,3,"5",NA,0,3,0,22,0,0,13,0,0,8,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,0,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2501",0,0,1,1.38461538461538,0,13,1,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,0,"4.1.2",0,"3","1","2","deu",2,0,0,3,"2",NA,0,3,1,18,0,0,13,0,0,79,"1","1",0.57,0.281851152140987,0.57,NA,NA,NA,1,NA,NA,NA,"1","1",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2502",0,1,1,1.8,11,10,1,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,1,"4.2.2",0,"3","1","2","deu",2,0,2,1,"2",NA,2,1,1,18,1,21,10,0,0,76,"1","1",0.7,0.847297860387203,0.7,NA,NA,NA,1,NA,NA,NA,"1","1",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,0,"Old"
"2503",0,0,1,1.63157894736842,0,19,1,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,0,"4.3.2",0,"3","1","2","deu",2,0,0,2,"2",NA,0,2,1,31,0,0,19,0,0,77,"1","1",0.72,0.944461608840851,0.72,NA,NA,NA,1,NA,NA,NA,"1","1",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,0,"Old"
"2504",0,0,1,1.90909090909091,0,11,1,0,0,"2","AT","6","3",0,0,"2",0,1,0,0,1,0,0,"4.4.2",0,"3","1","2","deu",2,0,0,3,"2",NA,0,3,0,21,0,0,11,0,0,78,"1","1",0.75,1.09861228866811,0.75,NA,NA,NA,1,NA,NA,NA,"1","1",0,0,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,0,"Old"
"2505",0,0,1,1.375,0,8,0,0,0,"2","AT","6","3",1,2,"2",0,1,0,0,1,0,0,"4.1.3",0,"2","0","2","deu",3,0,0,2,"10",NA,0,2,0,11,0,0,8,0,0,168,"0","2",0.55,0.200670695462151,0.55,NA,NA,NA,1,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.87,1.90095876119305,0.87,NA,NA,NA,0,"Old"
"2506",0,1,1,1.63636363636364,15,11,0,0,0,"2","AT","6","3",1,2,"2",0,1,1,1,1,0,1,"4.2.3",0,"2","0","2","deu",3,1,3,1,"10",NA,3,1,1,18,0,15,11,0,0,166,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2507",0,0,1,1.64285714285714,0,14,0,0,0,"2","AT","6","3",1,2,"2",0,1,0,0,1,0,0,"4.3.3",0,"2","0","2","deu",3,0,0,1,"10",NA,0,1,0,23,0,0,14,0,0,167,"0","2",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2508",0,0,1,1.69230769230769,0,13,0,0,0,"2","AT","6","3",1,2,"2",0,1,0,0,1,0,0,"4.4.3",0,"2","0","2","deu",3,0,0,4,"10",NA,0,4,0,22,0,0,13,0,0,169,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"3","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 4",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2509",0,0,1,1.83333333333333,0,18,1,1,0,"73","AT","2","3",0,0,"2",1,1,1,1,1,0,0,"5.1.2",0,"2","0","2","deu",2,1,0,4,"3",NA,0,4,0,33,0,0,18,0,0,58,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,1,0,1,1,4.59511985013459,1,NA,NA,NA,0,"Old"
"2510",0,0,1,2.03333333333333,0,30,1,1,0,"2","AT","2","3",0,0,"2",0,1,1,1,1,0,0,"5.2.2",0,"2","0","2","deu",2,0,0,2,"3",NA,0,2,1,61,0,0,30,0,0,57,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,1,0,1,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2511",0,0,1,2.03333333333333,0,30,1,1,0,"73","AT","2","3",0,0,"2",0,1,1,1,1,0,0,"5.3.2",0,"2","0","2","deu",2,0,0,2,"3",NA,0,2,1,61,0,0,30,0,0,57,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,1,0,1,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
"2512",0,0,1,1.78947368421053,0,19,1,1,0,"62","AT","2","3",0,0,"2",1,1,1,1,1,0,0,"5.4.2",0,"2","0","2","deu",2,0,0,4,"3",NA,0,4,1,34,0,0,19,0,0,59,"1","2",0.67,0.708185057924486,0.67,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,0,"Old 5",0,1,0,1,1,4.59511985013459,1,NA,NA,NA,0,"Old"
"2513",0,0,1,1.78260869565217,0,23,1,1,0,"73","AT","2","3",1,0,"2",1,1,1,0,1,0,0,"5.1.4",0,"3","0","1","deu",4,0,0,5,"5",NA,0,5,0,41,0,0,23,0,0,250,"1","3",0.89,2.09074109693377,0.89,NA,NA,NA,1,NA,NA,"3","0","3",1,0,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,0,0,1,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2514",0,0,1,2.03333333333333,0,30,1,1,0,"2","AT","2","3",1,0,"2",0,1,1,1,1,0,0,"5.2.4",0,"3","0","1","deu",4,1,0,2,"5",NA,0,2,1,61,0,0,30,0,0,247,"1","3",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"3","0","3",1,0,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,0,0,1,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2515",0,0,1,1.92857142857143,0,28,1,1,0,"73","AT","2","3",1,0,"2",0,1,1,0,1,0,0,"5.3.4",0,"3","0","1","deu",4,0,0,3,"5",NA,0,3,0,54,0,0,28,0,0,248,"1","3",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"3","0","3",1,0,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,0,0,1,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2516",0,0,1,2.10714285714286,0,28,1,1,0,"62","AT","2","3",1,0,"2",1,1,1,0,1,0,0,"5.4.4",0,"3","0","1","deu",4,0,0,4,"5",NA,0,4,1,59,0,0,28,0,0,249,"1","3",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"3","0","3",1,0,NA,NA,NA,NA,NA,NA,1,0,"Old 5",0,0,0,1,0.98,3.89182029811063,0.98,NA,NA,NA,0,"Old"
"2517",1,1,1,1.78260869565217,25,23,1,1,0,"73","AT","2","3",1,1,"2",1,1,1,1,1,0,1,"5.1.1",0,"2","0","1","deu",1,1,7,5,"9",NA,7,5,0,41,0,25,23,0,0,56,"1","2",0.87,1.90095876119305,0.87,NA,NA,NA,0,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,0,0,"Old 5",0,1,0,1,0.95,2.94443897916644,0.95,NA,NA,NA,0,"Old"
