"","study","item_name","country","language","absolute","balance","centrality","dont_know","encourage","fixrefpoints","form_basic","gradation","instr_interv","instr_respon","intr_request","intropresent","knowledge","labels","labels_gramm","labels_order","motivation","ncategories","nfrequencies","nsub_quest","numsub_intro","nwords_intro","opinionother","questiontype","ref_period","scal_neutral","scale_basic","scale_corres","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_quest","showc_start","socdesir","stimulus","subjectiveop","symmetry","used_WH_word","usedshowcard","concept","domain","range.correspondence","nsyll_total","nwords_total","avgsy_total","nabst_total","nnouns_total","avgwrd_total","avgwrd_intro","avgabs_total","supplementary","position","computer.assisted","interviewer","visual","rel.est","rel.se","rel.lo","rel.est.orig","rel.hi","round.x","val.est","val.se","val.lo","val.est.orig","val.hi","round.y"
"11","ESS Round 1","gincdif","ES","spa",0,0,3,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,1,76,112,3,58,14,4.14285714285714,5,5,14,0,1,0,53,0,1,1,1.25695124218896,0.102659370819866,0.741088260855208,0.778500834666576,0.81187961739607,"1",3.77953386651243,0.207011901751656,0.966609077309042,0.97767639007836,0.985131901573762,"1"
"12","ESS Round 1","gincdif","FI","fin",0,0,2,3,0,3,0,0,0,0,0,0,0,3,0,2,0,5,NA,0,0,0,NA,0,1,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,76,112,3,62,6,10.3333333333333,2,2,6,0,1,0,53,1,1,1,0.923239190051942,0.102659370819866,0.672148921364291,0.715701653008644,0.755572672321904,"1",1.94461367624351,0.207011901751656,0.822092603242477,0.874858129331782,0.913618336162528,"1"
"13","ESS Round 1","gincdif","FR","fra",0,0,3,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,76,112,2,23,12,1.91666666666667,4,4,12,0,1,0,53,1,1,1,0.942604467402409,0.102659370819866,0.676402034278695,0.719625447362273,0.759131378183101,"1",2.17429843939904,0.207011901751656,0.85324405306805,0.897917642628528,0.930106227101578,"1"
"14","ESS Round 1","gincdif","GB","eng",0,0,4,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,0,0,0,NA,0,1,1,0,3,1,1,NA,0,0,1,0,0,2,1,0,1,0,1,76,112,3,20,11,1.81818181818182,4,4,11,0,1,0,53,1,1,1,0.706350591369354,0.102659370819866,0.622701789060353,0.669594273028707,0.713341638422336,"1",3.77953386651243,0.207011901751656,0.966609077309042,0.97767639007836,0.985131901573762,"1"
"15","ESS Round 1","gincdif","GR","ell",0,0,1,2,0,3,0,0,0,0,0,0,0,3,0,2,0,5,NA,2,0,0,NA,0,1,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,0,1,76,112,3,60,14,4.28571428571429,4,4,4.66666666666667,0,1,0,53,0,1,1,1.9910871374694,0.102659370819866,0.856407685493481,0.879858103930103,0.899926293026171,"1",2.18484144228439,0.207011901751656,0.854559322958899,0.898879984435824,0.930788513089556,"1"
"16","ESS Round 1","gincdif","IE","eng",NA,0,4,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,NA,NA,NA,NA,20,11,1.81818181818182,4,4,11,0,1,0,53,0,1,NA,1.24560030395627,0.102659370819866,0.738904330069456,0.776537323635703,0.810139835698556,"1",3.77953386651243,0.207011901751656,0.966609077309042,0.97767639007836,0.985131901573762,"1"
"17","ESS Round 1","gincdif","IL","heb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11457970838258,0.102659370819866,0.712848909886611,0.752981924431414,0.789164810756142,"1",2.26129624745256,0.207011901751656,0.863806538493635,0.90562048221205,0.935554533444289,"1"
"18","ESS Round 1","gincdif","IT","ita",NA,0,3,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,32,13,2.46153846153846,5,5,13,0,1,0,53,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ESS Round 1","gincdif","NL","nld",NA,0,3,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,NA,NA,NA,NA,25,10,2.5,3,3,10,0,1,0,53,1,1,NA,1.6910508902787,0.102659370819866,0.815436827134831,0.844362312182526,0.869480087591748,"1",4.38244086684821,0.207011901751656,0.981447374207107,0.987659370809444,0.991808757192828,"1"
"20","ESS Round 1","gincdif","NO","nor",0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,0,0,0,NA,0,1,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,0,1,76,112,3,44,8,5.5,2,3,8,0,0.666666666666667,0,53,1,1,1,0.861382587415468,0.102659370819866,0.658375632516908,0.702949435518294,0.743969093840514,"1",3.77953386651243,0.207011901751656,0.966609077309042,0.97767639007836,0.985131901573762,"1"
"21","ESS Round 1","gincdif","PL","pol",0,0,1,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,0,NA,0,0,1,0,0,1,1,0,0,0,1,76,112,2,56,10,5.6,5,5,10,0,1,0,53,0,1,1,3.38906178569501,0.102659370819866,0.960217894979135,0.967360934728735,0.973257132880188,"1",5.06643819388542,0.207011901751656,0.990551579837612,0.993734665112499,0.995849891256105,"1"
"22","ESS Round 1","gincdif","PT","por",0,0,4,2,0,3,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,1,0,0,0,1,0,0,2,1,0,1,0,1,76,112,3,26,11,2.36363636363636,4,4,11,0,1,0,53,0,1,1,1.84950831995808,0.102659370819866,0.838104208181636,0.864069363786719,0.886434458510599,"1",4.91465491444396,0.207011901751656,0.98901991304983,0.992715207844891,0.995172938912085,"1"
"23","ESS Round 1","gincdif","SE","swe",0,0,2,2,0,1,0,0,1,0,0,0,0,3,0,2,0,5,NA,0,0,0,NA,0,1,1,0,0,1,1,NA,0,0,1,0,0,1,1,0,1,0,1,76,112,3,52,10,5.2,5,7,10,0,0.714285714285714,0,53,1,1,1,0.981840259975663,0.102659370819866,0.68492993772776,0.727473211496423,0.766232568925749,"1",3.77953386651243,0.207011901751656,0.966609077309042,0.97767639007836,0.985131901573762,"1"
"24","ESS Round 1","gincdif","SI","slv",0,0,1,2,0,2,0,0,1,0,0,0,0,3,0,2,0,5,NA,0,0,0,NA,0,2,1,0,3,0,0,0,0,1,1,1,0,1,1,0,0,0,1,76,112,1,42,12,3.5,2,5,12,0,0.4,0,53,0,1,1,1.67614297337663,0.102659370819866,0.813182632870252,0.842393121463754,0.86777893185653,"1",1.79549382678048,0.207011901751656,0.799226988664082,0.857599515838588,0.90110094729942,"1"
"25","ESS Round 1","ginveco","AT","deu",0,0,2,2,1,1,1,1,0,0,0,0,0,3,0,2,0,5,NA,2,0,0,0,1,2,1,0,3,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,112,3,64,29,2.20689655172414,4,5,14.5,0,0.8,0,52,0,1,1,1.43685923800993,0.102659370819866,0.774088083427248,0.807967815215779,0.837831077648981,"1",4.46854978943222,0.207011901751656,0.982951976403639,0.988666003221132,0.99247949895962,"1"
"26","ESS Round 1","ginveco","BE","fra",0,0,3,2,1,3,1,1,1,1,0,0,0,3,0,2,0,5,NA,1,0,0,0,1,2,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,112,3,79,34,2.32352941176471,14,16,17,0,0.875,0,52,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ESS Round 1","ginveco","BE","nld",NA,0,3,NA,0,0,NA,0,NA,NA,NA,1,0,1,0,0,NA,NA,NA,1,1,18,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,47,15,3.13333333333333,2,2,15,18,1,0,52,0,1,NA,0.466785737415003,0.102659370819866,0.564996877602394,0.61462270194472,0.661974226989948,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"28","ESS Round 1","ginveco","CH","deu",0,0,2,2,1,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,1,0,0,0,1,2,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,112,3,74,35,2.11428571428571,1,2,17.5,0,0.5,0,52,1,1,1,0.537870869770303,0.102659370819866,0.582380219047581,0.631316988927672,0.677692942304389,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"29","ESS Round 1","ginveco","CH","fra",0,0,2,2,1,3,1,1,1,1,0,0,0,3,0,2,0,5,NA,1,0,0,0,1,2,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,112,3,78,34,2.29411764705882,12,14,34,0,0.857142857142857,0,52,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ESS Round 1","ginveco","CH","ita",NA,0,3,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,2,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,99,29,3.41379310344828,12,14,14.5,0,0.857142857142857,0,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ESS Round 1","ginveco","CZ","ces",0,0,1,2,1,2,1,1,1,1,0,0,0,3,0,2,0,5,NA,2,0,0,0,2,2,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,1,1,1,112,3,96,30,3.2,7,8,10,0,0.875,0,52,0,1,1,1.38083179469878,0.102659370819866,0.764140079890311,0.799124556899705,0.830073821014502,"1",3.2287384007366,0.207011901751656,0.943465813113446,0.961901546081546,0.974487973375773,"1"
"32","ESS Round 1","ginveco","DE","deu",0,0,2,2,1,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,2,0,0,0,1,2,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,112,3,78,40,1.95,3,4,20,0,0.75,0,52,1,1,1,0.550546458972218,0.102659370819866,0.585459836430846,0.634262364373472,0.680455351707925,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"33","ESS Round 1","ginveco","DK","dan",0,0,3,2,0,1,2,1,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,0,1,2,1,0,3,1,1,0,0,1,1,0,0,2,1,1,1,1,1,1,112,3,71,25,2.84,0,5,12.5,0,0,0,52,1,1,1,0.462640831794239,0.102659370819866,0.563977888678246,0.613640467563917,0.661046123108388,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"34","ESS Round 1","ginveco","ES","cat",0,0,3,2,1,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,4,0,0,0,1,2,1,0,0,1,1,NA,0,0,1,0,0,1,1,0,1,1,1,1,112,3,79,36,2.19444444444444,13,14,18,0,0.928571428571429,0,52,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ESS Round 1","ginveco","ES","spa",0,0,3,2,1,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,3,0,0,0,2,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,112,3,84,35,2.4,14,15,17.5,0,0.933333333333333,0,52,0,1,1,1.92727686400019,0.102659370819866,0.848380882970203,0.872947703441367,0.894031166169454,"1",4.56277605459526,0.207011901751656,0.984461167669616,0.989674668786321,0.99315113466226,"1"
"36","ESS Round 1","ginveco","FI","fin",0,0,1,3,0,3,1,1,1,1,0,0,0,3,0,2,0,5,NA,3,0,0,0,2,2,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,112,3,104,23,4.52173913043478,6,6,23,0,1,0,52,1,1,1,0.384561783922202,0.102659370819866,0.544691171175883,0.594972876885303,0.643337732240996,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"37","ESS Round 1","ginveco","FR","fra",0,0,2,2,1,1,1,1,1,1,0,1,0,3,0,2,0,5,NA,1,0,6,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,112,2,60,23,2.60869565217391,10,11,11.5,6,0.909090909090909,0,52,1,1,1,0.450228706416705,0.102659370819866,0.560923275819441,0.61069360957283,0.658259476311724,"1",4.56277605459526,0.207011901751656,0.984461167669616,0.989674668786321,0.99315113466226,"1"
"38","ESS Round 1","ginveco","GB","eng",0,0,3,2,1,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,3,0,0,0,2,2,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,1,1,1,112,3,70,32,2.1875,3,5,16,0,0.6,0,52,1,1,1,0.640538394815274,0.102659370819866,0.607119382174176,0.654875155347633,0.699697360822686,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"39","ESS Round 1","ginveco","GR","ell",0,0,1,2,1,3,1,1,1,1,0,0,3,3,0,2,1,5,NA,10,0,0,0,2,2,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,1,1,1,112,3,145,46,3.15217391304348,4,4,3.28571428571429,0,1,0,52,0,1,1,1.58278946831328,0.102659370819866,0.798584480664976,0.829599212007271,0.856695180888447,"1",6.82414374864501,0.207011901751656,0.998357873812614,0.998913974269161,0.999281888652934,"1"
"40","ESS Round 1","ginveco","IE","eng",NA,0,3,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,3,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,70,32,2.1875,3,5,16,0,0.6,0,52,0,1,NA,0.437849600334563,0.102659370819866,0.557872184056412,0.607746514435986,0.655469317047169,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"41","ESS Round 1","ginveco","IL","heb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02179115880235,0.102659370819866,0.693487019536589,0.735321348615471,0.773312338988585,"1",4.7830415571714,0.207011901751656,0.987494689854638,0.99169898281814,0.994497665864016,"1"
"42","ESS Round 1","ginveco","IT","ita",NA,0,3,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,2,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,89,26,3.42307692307692,13,15,13,0,0.866666666666667,0,52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","ESS Round 1","ginveco","NL","nld",NA,0,3,NA,0,0,NA,0,NA,NA,NA,1,0,1,0,0,NA,NA,NA,1,1,19,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,47,15,3.13333333333333,2,2,15,19,1,0,52,1,1,NA,0.610281866837593,0.102659370819866,0.59987951805607,0.648005097035385,0.693301674211691,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"44","ESS Round 1","ginveco","NO","nor",0,0,1,2,0,1,1,1,1,0,0,0,0,3,0,2,0,5,NA,2,0,0,0,2,2,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,1,1,1,112,3,77,30,2.56666666666667,3,6,15,0,0.5,0,52,1,1,1,0.475087095179137,0.102659370819866,0.567036035213489,0.616587094679533,0.66382926995754,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"45","ESS Round 1","ginveco","PL","pol",0,0,1,2,0,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,3,0,0,0,2,2,1,0,3,1,0,NA,1,0,1,0,0,1,1,0,0,1,1,1,112,2,90,30,3,6,7,15,0,0.857142857142857,0,52,0,1,1,1.2972627636509,0.102659370819866,0.74874761683628,0.785373950224059,0.817959182944735,"1",4.30314807549369,0.207011901751656,0.979947089448942,0.986654597403783,0.991138795516934,"1"
"46","ESS Round 1","ginveco","PT","por",0,0,4,2,1,3,1,1,1,1,0,0,0,3,0,2,0,5,NA,1,0,0,0,1,2,1,0,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,112,3,55,11,5,2,2,5.5,0,1,0,52,0,1,1,3.6397043594502,0.102659370819866,0.968762059088634,0.974411841396283,0.979061873323029,"1",5.74746070164552,0.207011901751656,0.995195742299898,0.996819276189452,0.997895319077348,"1"
"47","ESS Round 1","ginveco","SE","swe",0,0,2,2,0,1,1,1,1,1,0,0,0,3,0,2,0,5,NA,2,0,0,0,2,2,1,0,0,1,1,NA,0,0,1,0,0,1,1,1,1,1,1,1,112,3,76,36,2.11111111111111,10,11,18,0,0.909090909090909,0,52,1,1,1,0.733081595312935,0.102659370819866,0.628961182133114,0.675481142850078,0.71877641971382,"1",3.69241201036459,0.207011901751656,0.963679911493191,0.975693673466562,0.983800389377799,"1"
"48","ESS Round 1","ginveco","SI","slv",0,0,1,2,0,2,1,1,1,0,0,0,0,3,0,2,0,5,NA,2,0,0,0,2,2,1,0,3,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,112,1,53,23,2.30434782608696,2,4,11.5,0,0.5,0,52,0,1,1,0.425502411180035,0.102659370819866,0.554824600886671,0.604799175914261,0.652675632779329,"1",6.14508954894937,0.207011901751656,0.996766868525907,0.997860602941021,0.998584863789827,"1"
"49","ESS Round 1","needtru","AT","deu",0,0,3,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,1,0,0,1,1,1,0,1,1,0,1,0,1,75,7,3,27,11,2.45454545454545,2,4,11,0,0.5,0,54,0,1,1,1.61088896011236,0.102659370819866,0.803066310505003,0.833534770266217,0.860110458806062,"1",2.53944141805675,0.207011901751656,0.893349201404529,0.926860969495665,0.950427009184773,"1"
"50","ESS Round 1","needtru","BE","fra",0,0,3,2,0,3,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,75,7,3,25,16,1.5625,5,6,16,0,0.833333333333333,0,54,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","ESS Round 1","needtru","BE","nld",NA,0,2,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,30,12,2.5,4,5,12,0,0.8,0,54,0,1,NA,1.56205549644722,0.102659370819866,0.795228822975717,0.826648105508703,0.854130827931096,"1",4.16117471497251,0.207011901751656,0.976958582730189,0.984650059564552,0.989800841325087,"1"
"52","ESS Round 1","needtru","CH","deu",0,0,3,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,75,7,3,27,11,2.45454545454545,3,4,11,0,0.75,0,54,1,1,1,1.50810839755153,0.102659370819866,0.786304103192524,0.818780702255355,0.847280271742155,"1",4.16117471497251,0.207011901751656,0.976958582730189,0.984650059564552,0.989800841325087,"1"
"53","ESS Round 1","needtru","CH","fra",0,0,3,2,0,3,0,0,0,0,0,0,0,3,0,2,0,5,NA,2,0,0,NA,0,1,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,75,7,3,25,16,1.5625,5,6,16,0,0.833333333333333,0,54,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ESS Round 1","needtru","CH","ita",NA,0,3,NA,0,0,NA,0,NA,NA,0,0,0,1,0,0,NA,NA,NA,1,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,40,18,2.22222222222222,5,6,18,0,0.833333333333333,0,54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","ESS Round 1","needtru","CZ","ces",0,0,1,2,0,3,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,2,1,0,3,1,1,NA,0,0,1,0,0,1,1,0,1,0,1,75,7,3,63,12,5.25,5,6,12,0,0.833333333333333,0,54,0,1,1,2.00046306373111,0.102659370819866,0.857556828087244,0.880845688126825,0.900767518706548,"1",3.37182051623593,0.207011901751656,0.950630691890204,0.966812154663419,0.977813703035295,"1"
"56","ESS Round 1","needtru","DE","deu",0,0,1,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,75,7,3,27,11,2.45454545454545,3,3,11,0,1,0,54,1,1,1,2.56228529519434,0.102659370819866,0.913486375710775,0.928394528694698,0.940899894192407,"1",4.46854978943222,0.207011901751656,0.982951976403639,0.988666003221132,0.99247949895962,"1"
"57","ESS Round 1","needtru","DK","dan",0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,0,0,0,NA,0,1,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,75,7,3,59,14,4.21428571428571,0,5,14,0,0,0,54,1,1,1,2.43494251910712,0.102659370819866,0.902878373429813,0.919453330013533,0.933408205533611,"1",4.56277605459526,0.207011901751656,0.984461167669616,0.989674668786321,0.99315113466226,"1"
"58","ESS Round 1","needtru","ES","cat",0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,2,0,5,NA,1,0,0,NA,0,1,1,0,0,1,1,NA,0,0,1,0,0,1,1,0,1,0,1,75,7,3,47,16,2.9375,4,5,16,0,0.8,0,54,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
