"study","item","country","language","user_id","short_name","choice"
"ESS Round 5","prvtvio","IL","heb","56","nsyll_quest","119"
"ESS Round 5","prvtvio","IL","heb","56","nsub_quest","2"
"ESS Round 5","prvtvio","IL","heb","56","nsyll_ans","12"
"ESS Round 5","prvtvio","IL","heb","56","nnouns_ans","0"
"ESS Round 5","prvtvio","IL","heb","56","nabst_ans","0"
"ESS Round 5","prvtvio","IL","heb","56","usedshowcard","1"
"ESS Round 5","prvtvio","IL","heb","56","showc_horiz","1"
"ESS Round 5","prvtvio","IL","heb","56","showc_over","1"
"ESS Round 5","prvtvio","IL","heb","56","showc_letter","1"
"ESS Round 5","prvtvio","IL","heb","56","showc_boxes","0"
"ESS Round 5","prvtvio","IL","heb","56","showc_start","0"
"ESS Round 5","prvtvio","IL","heb","56","showc_quest","0"
"ESS Round 5","prvtvio","IL","heb","56","showc_pict","0"
"ESS Round 5","prvtvio","IL","heb","56","knowledge","2"
"ESS Round 5","prvtvio","IL","heb","56","scale_urange","0"
"ESS Round 5","prvtvio","IL","heb","56","symmetry","1"
"ESS Round 5","prvtvio","IL","heb","56","scal_neutral","1"
"ESS Round 5","prvtvio","DE","deu","52","question","0"
"ESS Round 5","prvtvio","DE","deu","52","ref_period","2"
"ESS Round 5","prvtvio","DE","deu","52","form_basic","2"
"ESS Round 5","prvtvio","DE","deu","52","used_WH_word","1"
"ESS Round 5","prvtvio","DE","deu","52","WH_word","10"
"ESS Round 5","prvtvio","DE","deu","52","questiontype","1"
"ESS Round 5","prvtvio","DE","deu","52","gradation","1"
"ESS Round 5","prvtvio","DE","deu","52","balance","0"
"ESS Round 5","prvtvio","DE","deu","52","encourage","0"
"ESS Round 5","prvtvio","DE","deu","52","subjectiveop","1"
"ESS Round 5","prvtvio","DE","deu","52","opinionother","0"
"ESS Round 5","prvtvio","DE","deu","52","stimulus","0"
"ESS Round 5","prvtvio","DE","deu","52","absolute","0"
"ESS Round 5","prvtvio","DE","deu","52","socdesir","0"
"ESS Round 5","prvtvio","DE","deu","52","centrality","0"
"ESS Round 5","prvtvio","DE","deu","52","scale_basic","0"
"ESS Round 5","prvtvio","DE","deu","52","ncategories","11"
"ESS Round 5","prvtvio","DE","deu","52","labels","2"
"ESS Round 5","prvtvio","DE","deu","52","labels_gramm","0"
"ESS Round 5","prvtvio","DE","deu","52","labels_order","1"
"ESS Round 5","prvtvio","DE","deu","52","scale_corres","1"
"ESS Round 5","prvtvio","DE","deu","52","scale_trange","1"
"ESS Round 5","prvtvio","DE","deu","52","scale_urange","1"
"ESS Round 5","prvtvio","DE","deu","52","symmetry","1"
"ESS Round 5","prvtvio","DE","deu","52","scal_neutral","1"
"ESS Round 5","prvtvio","DE","deu","52","fixrefpoints","3"
"ESS Round 5","prvtvio","DE","deu","52","dont_know","2"
"ESS Round 5","prvtvio","DE","deu","52","instr_interv","1"
"ESS Round 5","prvtvio","DE","deu","52","instr_respon","1"
"ESS Round 5","prvtvio","DE","deu","52","motivation","1"
"ESS Round 5","prvtvio","DE","deu","52","intropresent","0"
"ESS Round 5","prvtvio","DE","deu","52","nsents_intro","0"
"ESS Round 5","prvtvio","DE","deu","52","nwords_intro","0"
"ESS Round 5","prvtvio","DE","deu","52","numsub_intro","0"
"ESS Round 5","prvtvio","DE","deu","52","intr_request","0"
"ESS Round 5","prvtvio","DE","deu","52","nsents_quest","2"
"ESS Round 5","prvtvio","DE","deu","52","nwords_quest","34"
"ESS Round 5","prvtvio","DE","deu","52","nnouns_quest","5"
"ESS Round 5","prvtvio","DE","deu","52","nabst_quest","4"
"ESS Round 5","prvtvio","DE","deu","52","nsyll_quest","81"
"ESS Round 5","prvtvio","DE","deu","52","nsub_quest","5"
"ESS Round 5","prvtvio","DE","deu","52","nsyll_ans","10"
"ESS Round 5","prvtvio","DE","deu","52","nnouns_ans","0"
"ESS Round 5","prvtvio","DE","deu","52","nabst_ans","0"
"ESS Round 5","prvtvio","DE","deu","52","usedshowcard","1"
"ESS Round 5","prvtvio","DE","deu","52","showc_horiz","1"
"ESS Round 5","prvtvio","DE","deu","52","showc_over","1"
"ESS Round 5","prvtvio","DE","deu","52","showc_letter","1"
"ESS Round 5","prvtvio","DE","deu","52","showc_boxes","0"
"ESS Round 5","prvtvio","DE","deu","52","showc_start","0"
"ESS Round 5","prvtvio","DE","deu","52","showc_quest","0"
"ESS Round 5","prvtvio","DE","deu","52","showc_pict","0"
"ESS Round 5","prvtvio","DE","deu","1","question","0"
"ESS Round 5","prvtvio","DE","deu","1","ref_period","2"
"ESS Round 5","prvtvio","DE","deu","1","form_basic","2"
"ESS Round 5","prvtvio","DE","deu","1","used_WH_word","0"
"ESS Round 5","prvtvio","DE","deu","1","questiontype","2"
"ESS Round 5","prvtvio","DE","deu","1","gradation","1"
"ESS Round 5","prvtvio","DE","deu","1","balance","1"
"ESS Round 5","prvtvio","DE","deu","1","encourage","1"
"ESS Round 5","prvtvio","DE","deu","1","subjectiveop","1"
"ESS Round 5","prvtvio","DE","deu","1","opinionother","1"
"ESS Round 5","prvtvio","DE","deu","1","stimulus","1"
"ESS Round 5","prvtvio","DE","deu","1","absolute","1"
"ESS Round 5","prvtvio","DE","deu","1","socdesir","1"
"ESS Round 5","prvtvio","DE","deu","1","centrality","1"
"ESS Round 5","prvtvio","DE","deu","1","scale_basic","0"
"ESS Round 5","prvtvio","DE","deu","1","ncategories","11"
"ESS Round 5","prvtvio","DE","deu","1","labels","2"
"ESS Round 5","prvtvio","DE","deu","1","labels_gramm","1"
"ESS Round 5","prvtvio","DE","deu","1","labels_order","2"
"ESS Round 5","prvtvio","DE","deu","1","scale_corres","2"
"ESS Round 5","prvtvio","DE","deu","1","scale_trange","0"
"ESS Round 5","prvtvio","DE","deu","1","scal_neutral","3"
"ESS Round 5","prvtvio","DE","deu","1","fixrefpoints","10"
"ESS Round 5","prvtvio","DE","deu","1","dont_know","1"
"ESS Round 5","prvtvio","DE","deu","1","instr_interv","1"
"ESS Round 5","prvtvio","DE","deu","1","instr_respon","1"
"ESS Round 5","prvtvio","DE","deu","1","motivation","1"
"ESS Round 5","prvtvio","DE","deu","1","knowledge","2"
"ESS Round 5","prvtvio","DE","deu","1","intropresent","1"
"ESS Round 5","prvtvio","DE","deu","1","nsents_intro","1"
"ESS Round 5","prvtvio","DE","deu","1","nwords_intro","12"
